siteid,description,state,latitude,longitude,elevation,timezone,install,horizontal_datum,vertical_datum,vertical_accuracy,elevation_method,tz_offset,active_flag,type,responsibility,agency_region
eden,SMITH RIVER NEAR EDEN; MT,MT,47.2,-111.38333,,,,,,0,,,,stream,,GP
edne,ENDERS DAM AND DIKE; NEBRASKA,NE,40.42167,-101.5175,,,,,,0,,,,reservoir,NKAO,GP
ekpw,ELKHART PARK G. S.; WYOMING,WY,43,-109.75,9400,,,,,0,,,,snotel,,GP
elkc,ELK RIVER; COLORADO,CO,40.85,-106.96667,8700,,,,,0,,,,snotel,,GP
emcm,EMERY CREEK; MONTANA,MT,48.43333,-113.95,4350,,,,,0,,,,snotel,,GP
estesr,LAKE ESTES RESERVOIR; CO (SCADA),CO,40.375,-105.48833,,,,,,0,,,,reservoir,,GP
estspkco,LAKE ESTES (OLYMPUS DAM); CO,CO,40.375,-105.48833,,,,,,0,,,,reservoir,,GP
evny,EVENING STAR; WYOMING,WY,44.65,-109.78333,9200,,,,,0,,,,snotel,,GP
ewiditco,EWING DITCH; COLORADO,CO,39.36111,-106.30611,,,,,,0,,,,canal,,GP
fbcm,FORT BELKNAP BIA CANAL; MONTANA,MT,48.48417,-108.75361,,,,,,0,,,,canal,,GP
fcabne,FRENCHMAN CREEK ABOVE ENDERS RESERVOIR; NEBRASKA,NE,40.42917,-101.62361,,,,,,0,,,,stream,,GP
fcne,FORT LARAMIE CANAL AT MILE POST 85.3 (PARSHALL); NE,NE,41.80944,-104.05473,,,,,,0,,,,canal,,GP
fcwdcne,FRANKLIN CANAL WASTEWAY AT DRY CREEK; NEBRASKA,NE,40.08361,-98.46472,,,,,,0,,,,canal,,GP
fcwicne,FRANKLIN CANAL WASTEWAY AT INDIAN CREEK; NEBRASKA,NE,40.09306,-98.57361,,,,,,0,,,,canal,,GP
fcwy,FORT LARAMIE CANAL AT MILE POST 0.8; WYOMING,WY,42.24306,-104.63,,,,,,0,,,,canal,,GP
fishesco,FISH CREEK NR ESTES PARK; CO,CO,40.36833,-105.49305,,,,,,0,,,,stream,,GP
flaresco,FLATIRON RESERVOIR; LOVELAND; CO,CO,40.365,-105.23611,,,,,,0,,,,reservoir,ECAO,GP
flatirco,FLATIRON RESERVOIR OUTFLOW; CO (SCADA),CO,40.36833,-105.22166,,,,,,0,,,,reservoir,,GP
flmt,SMITH RIVER; FORT LOGAN; MT,MT,46.79583,-111.17805,,,,,,0,,,,stream,,GP
fltirnr,FLATIRON RESERVOIR; CO (SCADA),CO,40.36833,-105.22166,,,,,,0,,,,reservoir,,GP
flwy,LARAMIE RIVER NR FORT LARAMIE; WYOMING,WY,42.20056,-104.53778,,,,,,0,,,,stream,,GP
fmsy,FIVEMILE CREEK NEAR SHOSHONI; WY,WY,43.22222,-108.21833,,,,,,0,,,,stream,,GP
foss,FOSS DAM; OKLAHOMA,OK,35.53833,-99.17777,,,,,,0,,,,reservoir,OTAO,GP
foupinco,FOUNTAIN CREEK NEAR PINON; COLORADO,CO,38.43972,-104.59306,,,,,,0,,,,stream,,GP
foupueco,FOUNTAIN CREEK AT PUEBLO; COLORADO,CO,38.28778,-104.60056,,,,,,0,,,,stream,,GP
fpne,FRANKLIN PUMP CANAL; NEBRASKA,NE,40.07444,-98.88555,,,,,,0,,,,canal,,GP
frawinco,FRASER RIVER AT WINTER PARK; COLORADO,CO,39.92028,-105.78472,,,,,,0,,,,stream,,GP
frbm,FRENCHMAN RIVER AT INTERNATIONAL BOUNDARY; MT,MT,49,-107.30167,,,,,,0,,,,stream,,GP
frct,FRIO RIVER AT CONCAN; TEXAS,TX,29.48833,-99.70444,,,,,,0,,,,stream,,GP
frdt,FRIO RIVER NEAR DERBY; TEXAS,TX,28.73639,-99.14444,,,,,,0,,,,stream,,GP
fremntco,FREMONT PASS; CO,CO,39.36639,-106.18611,11310,,,,,0,,,,snotel,,GP
frhm,FROHNER MEADOW; MONTANA,MT,46.45,-112.2,6480,,,,,0,,,,snotel,,GP
frne,FRANKLIN CANAL; NEBRASKA,NE,40.07333,-99.20722,,,,,,0,,,,diversion,,GP
frr,FRESNO RESERVOIR NEAR HAVRE; MONTANA,MT,48.60833,-109.94583,,,,,,0,,,,reservoir,MTAO,GP
frtt,FRIO RIVER AT TILDEN; TEXAS,TX,28.46722,-98.54722,,,,,,0,,,,stream,,GP
frut,FRIO RIVER BELOW DRY FRIO RIVER NEAR UVALDE; TEXAS,TX,29.24556,-99.67416,,,,,,0,,,,stream,,GP
frydivco,FRYINGPAN RIVER DIVERSION/BYPASS; COLORADO,CO,39.245,-106.53111,,,,,,0,,,,diversion,,GP
frymerco,FRYINGPAN RIVER NEAR MEREDITH; COLORADO,CO,39.3625,-106.72639,,,,,,0,,,,stream,,GP
frynfnco,NORTH FORK FRYINGPAN RIVER NR NORRIE; CO,CO,39.34278,-106.66528,,,,,,0,,,,stream,,GP
fryrudco,FRYINGPAN RIVER NEAR RUEDI; EAGLE COUNTY; CO,CO,39.36555,-106.825,,,,,,0,,,,stream,,GP
frythoco,FRYINGPAN RIVER NEAR THOMASVILLE; CO,CO,39.34472,-106.67305,,,,,,0,,,,stream,,GP
fsdm,FORT SHAW DIVERSION DAM NEAR SIMMS; MONTANA,MT,47.50834,-112.075,,,,,,0,,,,diversion,,GP
fshm,FISHER CREEK; MONTANA,MT,45.06667,-109.95,9100,,,,,0,,,,snotel,,GP
ftbelkmt,FORT BELKNAP CANAL MAIN DIVERSION; MONTANA,MT,48.60278,-108.39444,,,,,,0,,,,canal,,GP
ftmm,FLATTOP MOUNTAIN; MONTANA,MT,48.8,-113.85,6300,,,,,0,,,,snotel,,GP
fune,FULLERTON CANAL BELOW DAVIS CREEK DAM; NEBRASKA,NE,41.41167,-98.74667,,,,,,0,,,,canal,,GP
gcrm,GRINNELL CREEK NEAR MANY GLACIER; MT,MT,48.77222,-113.69722,,,,,,0,,,,stream,,GP
gdmm,GIBSON DAM WEATHER STATION; MONTANA,MT,47.6,-112.76667,4590,,,,,0,,,,weather,,GP
gdsne,GUIDE ROCK DIVERSION DAM; SOUTH CHANNEL; NEBRASKA,NE,40.06667,-98.38333,,,,,,0,,,,diversion,,GP
gdwy,GRAY REEF DAM; WYOMING,WY,42.56556,-106.69889,,,,,,0,,,,reservoir,WYAO,GP
gfmt,GREENFIELDS WEATHER STATION NR FAIRFIELD; MT  8NE,MT,47.65834,-111.8125,3820,,,,,0,,,,agrimet,,GP
gfne,GERING CANAL-BADLANDS PARSHALL FLUME; NEBRASKA,NE,41.85333,-103.71555,,,,,,0,,,,canal,,GP
ggwy,N PLATTE RIV BELOW GRAY REEF RESERVOIR NR ALCOVA; WY,WY,42.57417,-106.69195,,,,,,0,,,,stream,,GP
ghcm,GRASSHOPPER CREEK AT BANNACK STATE PARK; MT,MT,45.15528,-112.97861,,,,,,0,,,,stream,,GP
ghicanco,GOVERNMENT HIGHLINE CANAL NR GRAND JUNCTION; CO,CO,39.17334,-108.30056,,,,,,0,,,,canal,,GP
gibr,GIBSON RESERVOIR; MONTANA,MT,47.60083,-112.76167,,,,,,0,,,,reservoir,MTAO,GP
gl6sswco,GRAND LAKE 6SSW; CO,CO,40.23667,-105.80305,,,,,,0,,,,reservoir,,GP
glaresco,GRAND LAKE; COLORADO,CO,40.24167,-105.80222,,,,,,0,,,,reservoir,ECAO,GP
glasgomt,GLASGOW MAIN DIVERSION; MONTANA,MT,48.37222,-106.97305,,,,,,0,,,,canal,,GP
gler,GLENDO RESERVOIR; WYOMING,WY,42.47722,-104.95055,4520,,10/12/2007,,,0,,,,reservoir,WYAO,GP
glgm,GLASGOW MONTANA WEATHER STATION,MT,48.14667,-106.60056,2084,,,,,0,,,,agrimet,,GP
glwy,N PLATTE RIVER BELOW GLENDO DAM; WYOMING,WY,42.45694,-104.94722,,,,,,0,,,,stream,,GP
gmtr,GREEN MOUNTAIN RESERVOIR; CO (SCADA),CO,39.87833,-106.32916,,,,,,0,,,,reservoir,,GP
gowy,N PLATTE RIVER BELOW GUERNSEY DAM; WYOMING,WY,42.28056,-104.75417,,,,,,0,,,,stream,,GP
granbyr,GRANBY RESERVOIR; CO (SCADA),CO,40.18195,-105.87056,,,,,,0,,,,reservoir,,GP
grandr,GRAND LAKE; CO (SCADA),CO,40.23667,-105.80305,,,,,,0,,,,reservoir,,GP
grar,GRAY REEF RESERVOIR; WY (SCADA),WY,42.56333,-106.69667,,,,,,0,,,,reservoir,,GP
graresco,LAKE GRANBY NEAR GRANBY; COLORADO,CO,40.18195,-105.87112,,,,,,0,,,,reservoir,ECAO,GP
grdtchco,GRAND DITCH; CO,CO,40.41945,-105.86333,,,,,,0,,,,canal,,GP
grdvalco,GRAND VALLEY CANAL NR GRAND JUNCTION; CO,CO,39.09833,-108.35333,,,,,,0,,,,canal,,GP
greelcco,ELLIOT CK CANAL NR GREEN MOUNTAIN RESERVOIR; CO,CO,39.87444,-106.32916,,,,,,0,,,,diversion,,GP
greresco,GREEN MOUNTAIN RESERVOIR; SUMMIT COUNTY; CO,CO,39.87889,-106.31334,,,,,,0,,,,reservoir,ECAO,GP
grgm,GALLATIN RIVER NEAR GALLATIN GATEWAY; MT,MT,45.4975,-111.42,,,,,,0,,,,stream,,GP
grizlyco,GRIZZLY PEAK; CO,CO,39.65,-105.86667,11100,,,,,0,,,,snotel,,GP
grl1nwco,GRAND LAKE 1NW; CO,CO,40.23667,-105.80305,,,,,,0,,,,reservoir,,GP
grmy,GREYBULL RIVER AT MEETEETSE; WYOMING,WY,44.15556,-108.87639,,,,,,0,,,,stream,,GP
grndivco,GRANITE DIVERSION/BYPASS; COLORADO (FROM IVNDIVCO),CO,39.2675,-106.55417,,,,,,0,,,,diversion,,GP
grsw,GRAVE SPRINGS; WYOMING,WY,43.47028,-107.22556,8550,,,,,0,,,,snotel,,GP
grvw,GROS VENTRE SUMMIT; WYOMING,WY,43.38334,-110.13333,8750,,,,,0,,,,snotel,,GP
grwy,NORTH PLATTE RIVER NR GLENROCK; WY,WY,42.83611,-105.75833,,,,,,0,,,,stream,,GP
guer,GUERNSEY RESERVOIR; WY (SCADA),WY,42.29,-104.76334,,,,,,0,,,,reservoir,,GP
guwy,GUERNSEY RESERVOIR; WYOMING,WY,42.28861,-104.7625,,,,,,0,,,,reservoir,WYAO,GP
gwwy,WEATHER STATION; GUERNSEY DAM; WYOMING,WY,42.28861,-104.7625,4480,,,,,0,,,,weather,,GP
haldivco,HALFMOON CREEK BL HALFMOON DIV. NEAR LEADVILLE; CO,CO,39.18611,-106.38333,,,,,,0,,,,diversion,,GP
hane,HIGHLINE CANAL ABOVE MINATARE DIVERSION; NEBRASKA,NE,41.93945,-103.48083,,,,,,0,,,,canal,,GP
harlemmt,HARLEM PUMP MAIN DIVERSION; MONTANA,MT,48.57167,-108.9986,,,,,,0,,,,canal,,GP
haum,MISSOURI RIVER BELOW HAUSER DAM; MONTANA,MT,46.76722,-111.89083,,,,,,0,,,,stream,,GP
hbby,HOBBS PARK; WYOMING,WY,42.86666,-109.1,10100,,,,,0,,,,snotel,,GP
hbhm,HIGHWAY 384 BRIDGE AT HARDIN; MT,MT,45.73667,-107.57472,,,,,,0,,,,stream,,GP
hbne,HUGH BUTLER LAKE (RED WILLOW DAM); NEBRASKA,NE,40.3575,-100.66722,,,,,,0,,,,reservoir,NKAO,GP
hcht,HONDO CREEK AT STATE HIGHWAY 173 NEAR HONDO; TEXAS,TX,29.37611,-99.11667,,,,,,0,,,,stream,,GP
hcne,HARLAN COUNTY DAM; NEBRASKA,NE,40.06944,-99.20833,,,,,,0,,,,reservoir,NKAO,GP
hctt,HONDO CREEK NR TARPLEY; TEXAS,TX,29.56944,-99.24638,,,,,,0,,,,stream,,GP
hdco,HALE DITCH BELOW BONNY DAM; COLORAD0,CO,39.62083,-102.16944,,,,,,0,,,,canal,,GP
hdhm,HUNTLEY DIVERSIONS NEAR HUNTLEY; MT,MT,45.90417,-108.31694,,,,,,0,,,,canal,,GP
hdne,HIGHLINE CANAL; NEBRASKA,NE,41.99944,-103.63194,,,,,,0,,,,canal,,GP
hebr,HEBGEN LAKE NEAR WEST YELLOWSTONE; MONTANA,MT,44.86417,-111.33584,,,,,,0,,,,reservoir,MTAO,GP
henresco,LAKE HENRY RESERVOIR; CO,CO,38.24833,-103.71333,,,,,,0,,,,reservoir,ECAO,GP
hewy,NORTH PLATTE RIVER AT WYOMING-NEBRASKA STATE LINE,WY,41.99028,-104.04916,4021,,1/1/1990,,,0,,,,stream,BCANNON,GP
hfc930co,CHARLES HANSEN FEEDER CANAL; 930 SECTION; COLORADO,CO,40.39417,-105.21638,,,,,,0,,,,canal,,GP
hfcbbsco,HANSEN FEEDER CANAL FLOW NORTH; 550 SECTION; CO,CO,40.42222,-105.22583,,,,,,0,,,,canal,,GP
hfcfltco,CHARLES HANSEN FEEDER CANAL @ FLATIRON RES; COLORADO,CO,40.375,-105.23083,,,,,,0,,,,canal,,GP
hfcwasco,CHARLES HANSEN FEEDER CANAL WASTEWAY TO BIG THOMPSON,CO,40.41667,-105.22611,,,,,,0,,,,canal,,GP
hgh,HUNGRY HORSE RES NR HUNGRY HORSE; MT,MT,48.34111,-114.01334,,,,,,0,,,,reservoir,,GP
hghm,S.FK. FLATHEAD RVR NR COLUMBIA FALLS @ HUNGRY HORSE,MT,48.35667,-114.03667,,,,,,0,,,,reservoir,,GP
hhwy,HIGHLAND HANOVER CANAL; WYOMING,WY,43.93278,-107.96472,,,,,,0,,,,canal,,GP
hmmc,HALFMOON CREEK NEAR MALTA; COLORADO,CO,39.17222,-106.38861,,,,,,0,,,,stream,,GP
hmne,HIGHLINE CANAL BELOW DIVERSION; NEBRASKA,NE,41.94083,-103.39361,,,,,,0,,,,canal,,GP
hmwy,HIGHLAND MADDEN CANAL; WYOMING,WY,43.93306,-107.96388,,,,,,0,,,,canal,,GP
hnsw,HANSEN SAWMILL; WYOMING,WY,44.25,-106.98333,8360,,,,,0,,,,snotel,,GP
hntdivco,HUNTER CREEK DIVERSION/BYPASS; COLORADO,CO,39.20778,-106.67889,,,,,,0,,,,diversion,,GP
holm,MISSOURI RIVER BLW HOLTER DAM & CANYON FERRY DAM; MT,MT,46.99111,-112.00472,,,,,,0,,,,stream,,GP
homoutco,HOMESTAKE RESERVOIR; COLORADO (STATE DATA),CO,39.36833,-106.46249,,,,,,0,,,,reservoir,,GP
homtunco,HOMESTAKE TUNNEL; COLORADO,CO,39.28111,-106.44111,,,,,,0,,,,diversion,,GP
hosierco,HOOSIER PASS; COLORADO,CO,39.36666,-106.05,11550,,,,,0,,,,snotel,,GP
hrlm,HARLEM MONTANA WEATHER STATION,MT,48.54333,-108.83472,2358,,,,,0,,,,agrimet,,GP
hscm,HARLEM SECONDARY CANAL; MT,MT,48.48944,-108.77167,,,,,,0,,,,canal,,GP
hsne,HARRY STRUNK LAKE (MEDICINE CREEK DAM); NEBRASKA,NE,40.37889,-100.21778,,,,,,0,,,,reservoir,NKAO,GP
htoothr,HORSETOOTH RESERVOIR NEAR FORT COLLINS; CO,CO,40.59944,-105.17111,,,,,,0,,,,reservoir,ECAO,GP
huntasco,HUNTER CREEK NR ASPEN; CO,CO,39.20583,-106.79694,,,,,,0,,,,stream,,GP
hvmt,HELENA VALLEY MONTANA WEATHER STATION  4N,MT,46.67917,-111.98333,3673,,,,,0,,,,agrimet,,GP
hvr,HELENA VALLEY IRRIGATION & MUNICIPAL SUPPLY,MT,46.63806,-111.88223,,,,,,0,,,,reservoir,MTAO,GP
hwwy,HIGHLAND WEST CANAL; WYOMING,WY,43.92361,-108.00389,,,,,,0,,,,canal,,GP
hxwy,HIGHLAND EAST CANAL; WYOMING,WY,43.93084,-107.96944,,,,,,0,,,,canal,,GP
icwy,INTERSTATE CANAL AT MILE POST 1.0; WYOMING,WY,42.24306,-104.6125,,,,,,0,,,,canal,,GP
ihco,IVANHOE; COLORADO,CO,39.25555,-106.48306,12105,,,,,0,,,,snotel,,GP
ilah,LUGERT DIKE; ALTUS; OKLAHOMA,OK,34.89111,-99.28139,,,,,,0,,,,reservoir,,GP
illranco,ILLINOIS RIVER NEAR RAND; CO,CO,40.7175,-107.06667,,,,,,0,,,,stream,,GP
ispi,ISLAND PARK; IDAHO,ID,44.41945,-111.37056,6290,,,,,0,,,,snotel,,GP
ivndivco,IVANHOE CREEK DIVERSION/BYPASS; COLORADO,CO,39.2875,-106.55889,,,,,,0,,,,diversion,,GP
jamr,JAMESTOWN RESERVOIR; NORTH DAKOTA,ND,46.93056,-98.70638,,,,,,0,,,,reservoir,DKAO,GP
jhny,JOHNSTOWN DITCH AT HEADWORKS; NEAR KINNEAR; WY,WY,43.15083,-108.72833,,,,,,0,,,,canal,,GP
jmrcadco,JOHN MARTIN RESERVOIR AT CADDOA; COLORADO,CO,38.06805,-102.93694,,,,,,0,,,,reservoir,ECAO,GP
jrmt,JEFFERSON RIVER NEAR TWIN BRIDGES; MT,MT,45.61666,-112.31667,,,,,,0,,,,stream,,GP
jvwm,JEFFERSON RVR VALLEY WEATHER STA. NR WHITEHALL; MT,MT,45.79778,-112.16528,4415,,,,,0,,,,agrimet,,GP
jwrc,JOE WRIGHT; COLORADO,CO,40.51667,-105.85,10120,,,,,0,,,,snotel,,GP
kawy,BIGHORN RIVER AT KANE; WY,WY,44.84361,-108.20222,,,,,,0,,,,stream,,GP
kcwy,KIRBY CANAL; WYOMING,WY,43.68,-108.1825,,,,,,0,,,,canal,,GP
kdne,KENT DIVERSION; NEBRASKA,NE,41.7625,-99.25,,,,,,0,,,,diversion,,GP
kdwy,KATZER DRAIN; WYOMING,WY,41.97917,-104.07083,,,,,,0,,,,stream,,GP
keyr,KEYHOLE RESERVOIR; WYOMING,WY,44.38194,-104.77917,,,,,,0,,,,reservoir,DKAO,GP
klnc,KILN; COLORADO,CO,39.31667,-106.61667,9600,,,,,0,,,,snotel,,GP
korr,KORTES RESERVOIR; WY (SCADA),WY,42.18,-106.88499,,,,,,0,,,,reservoir,WYAO,GP
kowy,N PLATTE RIVER BELOW KORTES DAM; WYOMING,WY,42.17833,-106.87583,,,,,,0,,,,stream,,GP
krww,KIRWIN; WYOMING,WY,43.86666,-107.31667,9550,,,,,0,,,,snotel,,GP
ksks,KEITH SEBELIUS LAKE (NORTON DAM); KANSAS,KS,39.8075,-99.93417,,,,,,0,,,,reservoir,NKAO,GP
kwks,KIRWIN RESERVOIR AT KIRWIN; KANSAS,KS,39.66361,-99.12473,,,,,,0,,,,reservoir,NKAO,GP
lakatlco,LAKE CREEK ABOVE TWIN LAKES; CO,CO,39.06305,-106.40723,,,,,,0,,,,stream,,GP
lakbtlco,LAKE CREEK BELOW TWIN LAKES; COLORADO,CO,39.07611,-106.30972,,,,,,0,,,,stream,,GP
lane,LITTLE LAKE ALICE RESERVOIR EL-OUTFLOW; NEBRASKA,NE,41.9625,-103.57222,,,,,,0,,,,reservoir,WYAO,GP
lbhm,LITTLE BIGHORN RIVER NEAR HARDIN; MT,MT,45.73583,-107.55667,,,,,,0,,,,stream,,GP
lbsm,LITTLE BIGHORN RIVER @STATE LINE NR WYOLA; MT,MT,45.00694,-107.61444,,,,,,0,,,,stream,,GP
lcbm,LODGE CREEK BELOW MCRAE CR @ INTERNATIONAL BOUNDARY,MT,49.00528,-109.71722,,,,,,0,,,,stream,,GP
lccy,LE CLAIR DIVERSION CANAL; WYOMING,WY,43.10583,-108.55611,,,,,,0,,,,canal,,GP
lckm,LICK CREEK; MONTANA,MT,45.5,-110.96667,6860,,,,,0,,,,snotel,,GP
lcks,LOWER COURTLAND CANAL; MILE 38.0; KANSAS,KS,39.88389,-98.02528,,,,,,0,,,,canal,,GP
lckw,LARSEN CREEK; WYOMING,WY,42.58333,-109.00139,9000,,,,,0,,,,snotel,,GP
ldne,LAKE ALICE DAM - 1.5 DRAIN; NE,NE,41.9875,-103.62334,,,,,,0,,,,canal,,GP
lelc,LAKE ELDORA; COLORADO,CO,39.93333,-105.6,9700,,,,,0,,,,snotel,,GP
ler,LAKE ELWELL SPILLWAY TRANSDUCER; MONTANA,MT,48.31833,-111.09084,,,,,,0,,,,reservoir,MTAO,GP
lerm,LAKE ELWELL AUXILIARY OUTLET BUBBLER; MONTANA,MT,48.31833,-111.09084,,,,,,0,,,,reservoir,,GP
lfcbslco,LAKE FORK CREEK BELOW SUGAR LOAF DAM; COLORADO,CO,39.25139,-106.37444,,,,,,0,,,,stream,,GP
lfrm,LAKE FRANCES RESERVOIR; MONTANA,MT,48.26667,-112.2,,,,,,0,,,,reservoir,MTAO,GP
lgmt,GALLATIN RIVER; LOGAN; MT,MT,45.88445,-111.42667,,,,,,0,,,,stream,,GP
lgwm,LODGE GRASS CREEK ABOVE WILLOW CREEK NEAR WYOLA; MT,MT,45.1275,-107.60027,,,,,,0,,,,stream,,GP
lhdy,LEFTHAND DITCH AT HEADWORKS; NEAR RIVERTON; WY,WY,43.02611,-108.52,,,,,,0,,,,canal,,GP
lhwy,LOWER HANOVER CANAL; WYOMING,WY,43.975,-107.99194,,,,,,0,,,,canal,,GP
limr,LIMA RESV. UPSTREAM OF CLARK CANYON RESV.; MONTANA,MT,44.65611,-112.37056,,,,,,0,,,,reservoir,MTAO,GP
lingrrco,LINCOLN CREEK BLW GRIZZLY RESERVOIR; CO,CO,39.06889,-106.61028,,,,,,0,,,,stream,,GP
lireneco,LAKE IRENE; COLORADO,CO,40.41667,-105.81667,10680,,,,,0,,,,snotel,,GP
lkcturco,LAKE FORK CREEK ABOVE TURQUOISE RESERVOIR; CO,CO,39.26972,-106.39444,,,,,,0,,,,stream,,GP
lkvy,LAKE VIEW CANAL; SOUTH FORK SHOSHONE; WYOMING,WY,43.23167,-108.89444,,,,,,0,,,,canal,,GP
lmhm,LEMHI RIDGE; MONTANA,MT,44.98333,-113.43333,8100,,,,,0,,,,snotel,,GP
lmmm,LOWER MUSSELSHELL WEATHER STATION NEAR MELSTONE; MT,MT,46.56278,-108.00584,2950,,,,,0,,,,agrimet,,GP
lmne,LAKE MINATARE RESERVOIR; NEBRASKA,NE,41.91833,-103.48861,,,,,,0,,,,reservoir,WYAO,GP
lomt,POWDER RIVER AT LOCATE; MONTANA,MT,46.43333,-105.3,,,,,,0,,,,stream,,GP
lovlndco,LOVELAND BASIN; COLORADO,CO,39.66361,-105.87862,11990,,,,,0,,,,snotel,,GP
lply,LITTLE POPO AGIE RIVER NEAR LANDER; WYOMING,WY,42.71667,-108.64278,,,,,,0,,,,stream,,GP
lppwcm,LITTLE PRICKLY PEAR CREEK AT WOLF CREEK; MONTANA,MT,47.00528,-112.06944,,,,,,0,,,,stream,,GP
lppy,LAPRELE CREEK; WYOMING,WY,42.43333,-105.86667,8375,,,,,0,,,,snotel,,GP
lpwy,LUCERNE PUMPS (UPPER AND LOWER); WYOMING,WY,43.69722,-108.17972,,,,,,0,,,,canal,,GP
ltr,LAKE TSCHIDA (HEART BUTTE); NORTH DAKOTA,ND,46.59666,-101.80945,,,,,,0,,,,reservoir,DKAO,GP
ltwy,LITTLE WARM; WYOMING,WY,43.83333,-110.25,9370,,,,,0,,,,snotel,,GP
lvabks,COURTLAND CANAL INLET TO LOVEWELL RESERVOIR; KS,KS,39.90556,-98.025,,,,,,0,,,,diversion,,GP
lvks,LOVEWELL DAM; KANSAS,KS,39.88445,-98.02806,,,,,,0,,,,reservoir,NKAO,GP
lvrm,LAKEVIEW RIDGE; MONTANA,MT,44.58333,-111.83334,7400,,,,,0,,,,snotel,,GP
lwrv,LITTLE WIND RIVER NEAR RIVERTON; WYOMING,WY,42.9975,-108.37473,,,,,,0,,,,stream,,GP
lwtm,LOWER TWIN; MONTANA,MT,45.5,-111.91666,7900,,,,,0,,,,snotel,,GP
lwwy,SO FK LTL WIND R AB WASHAKIE RES NR FT WASHAKIE; WY,WY,42.96833,-109.03694,,,,,,0,,,,stream,,GP
macm,MARIAS RIVER AT HWY 223 BRIDGE NEAR CHESTER; MONTANA,MT,48.26,-110.89166,,,,,,0,,,,stream,,GP
mamt,MADISON RIVER AT MCALLISTER; MT,MT,45.44445,-111.73139,,,,,,0,,,,stream,,GP
manm,MANY GLACIER; MONTANA,MT,48.8,-113.66666,4900,,,,,0,,,,snotel,,GP
marditco,MARION DITCH NR LEADVILLE; COLORADO,CO,39.24805,-106.27084,,,,,,0,,,,diversion,,GP
mari,MARIAS RIVER NEAR CHESTER; MONTANA,MT,48.30583,-111.07889,,,,,,0,,,,stream,,GP
marm,MARIAS RIVER NEAR SHELBY; MONTANA,MT,48.42722,-111.88889,,,,,,0,,,,stream,,GP
marylaco,MARYS LAKE; COLORADO,CO,40.37639,-105.48499,,,,,,0,,,,reservoir,,GP
marysr,MARYS LAKE; COLORADO,CO,40.34611,-105.53084,,,,,,0,,,,reservoir,ECAO,GP
matm,MALTA MONTANA WEATHER STATION,MT,48.37361,-107.77639,2270,,,,,0,,,,agrimet,,GP
mbgt,MIDDLE CONCHO RIVER NR BARNHART (HWY 163); TEXAS,TX,31.43333,-101.1,,,,,,0,,,,stream,,GP
mbow,MED BOW; WYOMING,WY,41.63334,-106.58334,10500,,,,,0,,,,snotel,,GP
mbwy,MEDICINE BOW RVR ABV SEMINOE RESERVOIR NR HANNA; WY,WY,42.00972,-106.5125,,,,,,0,,,,stream,,GP
mcabne,MEDICINE CREEK ABOVE HARRY STRUNK LAKE; NEBRASKA,NE,40.50278,-100.32222,,,,,,0,,,,stream,,GP
mcarne,MUDDY CREEK AT ARAPAHOE; NEBRASKA,NE,40.30639,-99.91139,,,,,,0,,,,stream,,GP
mcblne,MEDICINE CREEK BELOW HARRY STRUNK LAKE; NEBRASKA,NE,40.37139,-100.22195,,,,,,0,,,,stream,,GP
mccm,MILK RIVER AT CREE CROSSING; MONTANA,MT,48.54028,-107.51945,,,,,,0,,,,stream,,GP
mcdh,MCGEE CREEK DAM; OKLAHOMA,OK,34.31445,-95.875,,,,,,0,,,,reservoir,OTAO,GP
mcne,MIRDAN CANAL; VIRGINIA SMITH DAM; NEBRASKA,NE,41.82389,-99.21111,,,,,,0,,,,canal,,GP
mcpm,MUDDY CREEK NEAR POWER; MT,MT,48.18444,-112.20139,,,,,,0,,,,stream,,GP
mcudivco,MIDDLE CUNNINGHAM DIVERSION/BYPASS; COLORADO,CO,39.32861,-106.55222,,,,,,0,,,,diversion,,GP
mcvm,MUDDY CREEK AT VAUGHN; MONTANA,MT,47.56166,-111.5425,,,,,,0,,,,stream,,GP
mcwh,MCGEE CREEK WILDLIFE AREA; OKLAHOMA,OK,34.41667,-95.88333,576,,,,,0,,,,weather,,GP
mcwy,MUDDY CREEK NEAR SHOSHONI; WYOMING,WY,43.28611,-108.275,,,,,,0,,,,stream,,GP
mddw,MIDDLE POWDER; WYOMING,WY,43.63334,-107.18333,7760,,,,,0,,,,snotel,,GP
mdne,MEEKER - DRIFTWOOD CANAL; NEBRASKA,NE,40.15139,-101.05833,,,,,,0,,,,canal,,GP
mdpm,MADISON PLATEAU; MONTANA,MT,44.58333,-111.11667,7750,,,,,0,,,,snotel,,GP
mdwne,MEEKER - DRIFTWOOD CANAL; WASTEWAY; NEBRASKA,NE,40.19639,-100.49139,,,,,,0,,,,canal,,GP
melm,BIG HOLE RIVER NEAR MELROSE; MT,MT,45.52666,-112.70083,,,,,,0,,,,stream,,GP
mfbm,MISSOURI RIVER AT FORT BENTON; MT,MT,47.8175,-110.66639,,,,,,0,,,,stream,,GP
mfpm,MISSOURI RIVER BELOW FORT PECK DAM; MT,MT,48.04417,-106.35583,,,,,,0,,,,stream,,GP
mgfm,MISSOURI RIVER NEAR GREAT FALLS; MT,MT,47.58444,-111.05972,,,,,,0,,,,stream,,GP
