network,station id,start_date,end_date, lat,lon,elev,element,state,county,basin,site_name,site_info_link,cdbs_id,shef_id,gmt_offset,
snotel,936,1998-08-10,2100-01-01,  39.66,-105.59,  10600,Snow Water Equivalent,CO,Clear Creek,Upper South Platte,ECHO LAKE,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=936,05K27S  ,ECLC2,8.0,
snotel,465,1985-10-01,2100-01-01,  37.79,-108.02,  10000,Snow Water Equivalent,CO,Dolores,Upper Dolores,EL DIENTE PEAK,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=465,08M06S  ,EDSC2,8.0,
snotel,467,1978-10-01,2100-01-01,  40.85,-106.97,   8700,Snow Water Equivalent,CO,Routt,Upper Yampa,ELK RIVER,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=467,06J15S  ,ELKC2,8.0,
snotel,1120,2009-08-07,2100-01-01,  39.86,-106.42,  10520,Snow Water Equivalent,CO,Summit,Eagle,ELLIOT RIDGE,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1120,06K29S  ,ELRC2,8.0,
snotel,485,1979-10-01,2100-01-01,  39.38,-106.20,  11400,Snow Water Equivalent,CO,Summit,Blue,FREMONT PASS,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=485,06K08S  ,FMTC2,8.0,
snotel,1057,2004-08-02,2100-01-01,  38.88,-105.07,  11460,Snow Water Equivalent,CO,Teller,Fountain,GLEN COVE,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1057,05L11S  ,GLNC2,8.0,
snotel,1058,2004-09-10,2100-01-01,  37.47,-106.54,  11620,Snow Water Equivalent,CO,Rio Grande,Alamosa-Trinchera,GRAYBACK,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1058,06M21S  ,GYBC2,8.0,
snotel,505,1979-10-01,2100-01-01,  39.65,-105.87,  11100,Snow Water Equivalent,CO,Summit,Blue,GRIZZLY PEAK,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=505,05K09S  ,GZPC2,8.0,
snotel,1102,2007-09-10,2100-01-01,  38.29,-105.85,  10720,Snow Water Equivalent,CO,Saguache,San Luis,HAYDEN PASS,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1102,05L12S  ,HPAC2,8.0,
snotel,531,1979-10-01,2100-01-01,  39.36,-106.06,  11400,Snow Water Equivalent,CO,Park,South Platte Headwaters,HOOSIER PASS,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=531,06K01S  ,HOOC2,8.0,
snotel,1122,2008-10-01,2100-01-01,  40.58,-105.63,   9380,Snow Water Equivalent,CO,Larimer,Big Thompson,HOURGLASS LAKE,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1122,05J11S  ,HRLC2,8.0,
snotel,538,1979-10-01,2100-01-01,  37.93,-107.68,   9800,Snow Water Equivalent,CO,Ouray,Uncompahgre,IDARADO,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=538,07M27S  ,IDRC2,8.0,
snotel,542,1979-10-01,2100-01-01,  39.08,-106.61,  10600,Snow Water Equivalent,CO,Pitkin,Roaring Fork,INDEPENDENCE PASS,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=542,06K04S  ,IDPC2,8.0,
snotel,547,1991-10-01,2100-01-01,  39.29,-106.55,  10400,Snow Water Equivalent,CO,Pitkin,Roaring Fork,IVANHOE,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=547,06K10S  ,IVHC2,8.0,
snotel,935,1998-08-10,2100-01-01,  39.57,-105.80,  10960,Snow Water Equivalent,CO,Clear Creek,Upper South Platte,JACKWHACKER GULCH,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=935,05K26S  ,JWGC2,8.0,
snotel,551,1978-10-01,2100-01-01,  40.53,-105.89,  10120,Snow Water Equivalent,CO,Larimer,Cache La Poudre,JOE WRIGHT,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=551,05J37S  ,JWRC2,8.0,
snotel,970,1999-09-30,2100-01-01,  39.76,-105.91,  10400,Snow Water Equivalent,CO,Grand,Colorado Headwaters,JONES PASS,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=970,05K21S  ,JNPC2,8.0,
snotel,556,1979-10-01,2100-01-01,  39.32,-106.61,   9600,Snow Water Equivalent,CO,Pitkin,Roaring Fork,KILN,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=556,06K30S  ,KLNC2,8.0,
snotel,564,1978-10-01,2100-01-01,  39.94,-105.59,   9700,Snow Water Equivalent,CO,Gilpin,St. Vrain,LAKE ELDORA,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=564,05J41S  ,LELC2,8.0,
snotel,565,1978-10-01,2100-01-01,  40.41,-105.82,  10700,Snow Water Equivalent,CO,Grand,Colorado Headwaters,LAKE IRENE,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=565,05J10S  ,LKIC2,8.0,
snotel,580,1979-10-01,2100-01-01,  37.38,-106.55,  11000,Snow Water Equivalent,CO,Conejos,Alamosa-Trinchera,LILY POND,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=580,06M23S  ,LPDC2,8.0,
snotel,586,1979-10-01,2100-01-01,  37.80,-107.92,  10200,Snow Water Equivalent,CO,Dolores,Upper Dolores,LIZARD HEAD PASS,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=586,07M29S  ,LIZC2,8.0,
snotel,589,1979-10-01,2100-01-01,  37.89,-108.20,   9600,Snow Water Equivalent,CO,San Miguel,San Miguel,LONE CONE,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=589,08M07S  ,LNCC2,8.0,
snotel,1123,2008-10-16,2100-01-01,  40.51,-105.77,   9980,Snow Water Equivalent,CO,Larimer,Big Thompson,LONG DRAW RESV,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1123,05J27S  ,LRVC2,8.0,
snotel,940,1998-08-07,2100-01-01,  40.82,-106.75,   9320,Snow Water Equivalent,CO,Routt,Upper Yampa,LOST DOG,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=940,06J38S  ,LOTC2,8.0,
snotel,602,1991-10-01,2100-01-01,  39.67,-105.90,  11400,Snow Water Equivalent,CO,Clear Creek,Clear,LOVELAND BASIN,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=602,05K05S  ,LBAC2,8.0,
snotel,607,1979-10-01,2100-01-01,  40.08,-106.67,   8880,Snow Water Equivalent,CO,Routt,Colorado Headwaters,LYNX PASS,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=607,06J06S  ,LYNC2,8.0,
snotel,905,1994-08-30,2100-01-01,  37.43,-108.17,  10000,Snow Water Equivalent,CO,Montezuma,Mancos,MANCOS,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=905,08M02S  ,MNCC2,8.0,
snotel,618,1979-10-01,2100-01-01,  39.13,-107.29,   9500,Snow Water Equivalent,CO,Pitkin,North Fork Gunnison,MC CLURE PASS,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=618,07K09S  ,MCPC2,8.0,
snotel,1040,2002-11-18,2100-01-01,  39.60,-106.54,   9480,Snow Water Equivalent,CO,Eagle,Eagle,MCCOY PARK,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1040,06K44S  ,MCYC2,8.0,
snotel,914,1995-10-01,2100-01-01,  37.85,-105.44,   9649,Snow Water Equivalent,CO,Saguache,San Luis,MEDANO PASS,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=914,05M16S  ,MDPC2,8.0,
snotel,622,1985-10-01,2100-01-01,  39.06,-108.06,  10000,Snow Water Equivalent,CO,Mesa,Colorado Headwaters-Plateau,MESA LAKES,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=622,08K04S  ,MESC2,8.0,
snotel,937,1998-08-10,2100-01-01,  39.44,-105.91,  10600,Snow Water Equivalent,CO,Park,South Platte Headwaters,MICHIGAN CREEK,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=937,05K28S  ,MIHC2,8.0,
snotel,624,1979-10-01,2100-01-01,  37.62,-107.03,  11250,Snow Water Equivalent,CO,Mineral,Rio Grande Headwaters,MIDDLE CREEK,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=624,07M21S  ,MDLC2,8.0,
snotel,1014,2001-09-19,2100-01-01,  39.80,-106.03,   8940,Snow Water Equivalent,CO,Grand,Colorado Headwaters,MIDDLE FORK CAMP,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1014,06K12S  ,MFKC2,8.0,
snotel,629,1978-10-01,2100-01-01,  37.85,-107.73,  10040,Snow Water Equivalent,CO,San Juan,Animas,MINERAL CREEK,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=629,07M14S  ,MINC2,8.0,
snotel,632,1985-10-01,2100-01-01,  37.75,-107.69,  10500,Snow Water Equivalent,CO,San Juan,Animas,MOLAS LAKE,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=632,07M12S  ,MLSC2,8.0,
snotel,1124,2008-10-01,2100-01-01,  37.97,-106.56,  11140,Snow Water Equivalent,CO,Saguache,Saguache,MOON PASS,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1124,06M26S  ,MOPC2,8.0,
snotel,658,1985-10-01,2100-01-01,  39.30,-106.61,   8700,Snow Water Equivalent,CO,Pitkin,Roaring Fork,NAST LAKE,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=658,06K06S  ,NSSC2,8.0,
snotel,1031,2002-09-09,2100-01-01,  40.40,-105.96,  10280,Snow Water Equivalent,CO,Jackson,North Platte Headwaters,NEVER SUMMER,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1031,06J27S  ,NEVC2,8.0,
snotel,663,1979-10-01,2100-01-01,  40.04,-105.54,   9910,Snow Water Equivalent,CO,Boulder,St. Vrain,NIWOT,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=663,05J42S  ,NIWC2,8.0,
snotel,669,1984-10-01,2100-01-01,  39.08,-107.14,   9200,Snow Water Equivalent,CO,Gunnison,Roaring Fork,NORTH LOST TRAIL,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=669,07K01S  ,NLSC2,8.0,
snotel,675,1988-10-01,2100-01-01,  39.09,-107.63,   9840,Snow Water Equivalent,CO,Delta,North Fork Gunnison,OVERLAND RES.,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=675,07K14S  ,OVRC2,8.0,
snotel,680,1979-10-01,2100-01-01,  38.82,-106.59,   9600,Snow Water Equivalent,CO,Gunnison,East-Taylor,PARK CONE,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=680,06L02S  ,PKCC2,8.0,
snotel,682,1978-10-01,2100-01-01,  39.05,-107.87,   9960,Snow Water Equivalent,CO,Delta,Lower Gunnison,PARK RESERVOIR,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=682,07K06S  ,PRVC2,8.0,
snotel,688,1979-10-01,2100-01-01,  40.40,-105.85,   9030,Snow Water Equivalent,CO,Grand,Colorado Headwaters,PHANTOM VALLEY,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=688,05J04S  ,PHTC2,8.0,
snotel,701,1978-10-01,2100-01-01,  38.49,-106.34,  10760,Snow Water Equivalent,CO,Gunnison,Tomichi,PORPHYRY CREEK,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=701,06L03S  ,PRPC2,8.0,
snotel,709,1985-10-01,2100-01-01,  40.37,-106.74,   9400,Snow Water Equivalent,CO,Routt,Upper Yampa,RABBIT EARS,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=709,06J09S  ,RESC2,8.0,
snotel,1032,2002-09-09,2100-01-01,  40.71,-106.01,   9020,Snow Water Equivalent,CO,Jackson,North Platte Headwaters,RAWAH,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1032,06J20S  ,RAWC2,8.0,
snotel,713,1979-10-01,2100-01-01,  37.89,-107.71,  11200,Snow Water Equivalent,CO,Ouray,Animas,RED MOUNTAIN PASS,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=713,07M33S  ,RMPC2,8.0,
snotel,717,1985-10-01,2100-01-01,  40.11,-107.29,  10340,Snow Water Equivalent,CO,Rio Blanco,Upper White,RIPPLE CREEK,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=717,07J05S  ,RCPC2,8.0,
snotel,718,1979-10-01,2100-01-01,  40.88,-106.05,   9700,Snow Water Equivalent,CO,Larimer,Upper Laramie,ROACH,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=718,06J12S  ,ROAC2,8.0,
snotel,939,1998-08-10,2100-01-01,  39.03,-106.08,  10360,Snow Water Equivalent,CO,Park,South Platte Headwaters,ROUGH AND TUMBLE,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=939,06K43S  ,ROUC2,8.0,
snotel,1100,2007-09-10,2100-01-01,  38.70,-106.37,  10540,Snow Water Equivalent,CO,Chaffee,Arkansas Headwaters,SAINT ELMO,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1100,06L05S  ,CTEC2,8.0,
snotel,1128,2008-10-01,2100-01-01,  38.29,-106.37,  11530,Snow Water Equivalent,CO,Saguache,Saguache,SARGENTS MESA,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1128,06L13S  ,SGMC2,8.0,
snotel,737,1984-10-01,2100-01-01,  39.02,-107.05,  10700,Snow Water Equivalent,CO,Gunnison,East-Taylor,SCHOFIELD PASS,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=737,07K11S  ,SOSC2,8.0,
snotel,739,1985-10-01,2100-01-01,  37.65,-108.01,   9100,Snow Water Equivalent,CO,Dolores,Upper Dolores,SCOTCH CREEK,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=739,08M08S  ,SHSC2,8.0,
snotel,1060,2004-10-13,2100-01-01,  37.50,-108.11,  10720,Snow Water Equivalent,CO,Montezuma,Mancos,SHARKSTOOTH,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1060,08M04S  ,SKZC2,8.0,
snotel,762,1979-10-01,2100-01-01,  37.99,-107.20,  11440,Snow Water Equivalent,CO,Hinsdale,Upper Gunnison,SLUMGULLION,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=762,07M30S  ,SLMC2,8.0,
snotel,773,1990-10-01,2100-01-01,  37.97,-105.54,  10800,Snow Water Equivalent,CO,Custer,Arkansas Headwaters,SOUTH COLONY,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=773,05M13S  ,SCYC2,8.0,
snotel,780,1985-10-01,2100-01-01,  37.70,-107.78,  10660,Snow Water Equivalent,CO,San Juan,Animas,SPUD MOUNTAIN,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=780,07M11S  ,SPSC2,8.0,
snotel,793,1985-10-01,2100-01-01,  40.23,-105.92,   8720,Snow Water Equivalent,CO,Grand,Colorado Headwaters,STILLWATER CREEK,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=793,05J12S  ,SCSC2,8.0,
snotel,797,1985-10-01,2100-01-01,  37.48,-107.63,  11200,Snow Water Equivalent,CO,San Juan,Animas,STUMP LAKES,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=797,07M34S  ,STPC2,8.0,
snotel,802,1979-10-01,2100-01-01,  39.72,-106.16,   9400,Snow Water Equivalent,CO,Summit,Blue,SUMMIT RANCH,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=802,06K14S  ,SUMC2,8.0,
snotel,825,1978-10-01,2100-01-01,  40.54,-106.68,  10500,Snow Water Equivalent,CO,Routt,Upper Yampa,TOWER,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=825,06J29S  ,TOWC2,8.0,
snotel,827,1985-10-01,2100-01-01,  40.00,-107.24,   9700,Snow Water Equivalent,CO,Garfield,Upper White,TRAPPER LAKE,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=827,07K13S  ,TLSC2,8.0,
snotel,829,1988-10-01,2100-01-01,  37.35,-105.23,  10860,Snow Water Equivalent,CO,Costilla,Alamosa-Trinchera,TRINCHERA,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=829,05M08S  ,TCHC2,8.0,
snotel,838,1978-10-01,2100-01-01,  40.03,-105.58,  10300,Snow Water Equivalent,CO,Boulder,St. Vrain,UNIVERSITY CAMP,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=838,05J08S  ,UVCC2,8.0,
snotel,839,1985-10-01,2100-01-01,  37.72,-107.26,   9400,Snow Water Equivalent,CO,Hinsdale,Rio Grande Headwaters,UPPER RIO GRANDE,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=839,07M16S  ,URGC2,8.0,
snotel,840,1978-10-01,2100-01-01,  37.49,-106.84,  10200,Snow Water Equivalent,CO,Mineral,Upper San Juan,UPPER SAN JUAN,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=840,06M03S  ,USJC2,8.0,
snotel,1141,2009-08-26,2100-01-01,  38.99,-106.75,  10640,Snow Water Equivalent,CO,Gunnison,East-Taylor,UPPER TAYLOR,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1141,06L14S  ,UPTC2,8.0,
snotel,1005,2000-08-16,2100-01-01,  37.61,-105.37,  10650,Snow Water Equivalent,CO,Costilla,Alamosa-Trinchera,UTE CREEK,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1005,05M17S  ,UTCC2,8.0,
snotel,842,1978-10-01,2100-01-01,  39.62,-106.38,  10300,Snow Water Equivalent,CO,Eagle,Eagle,VAIL MOUNTAIN,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=842,06K39S  ,VLMC2,8.0,
snotel,843,1985-10-01,2100-01-01,  37.49,-107.51,  10880,Snow Water Equivalent,CO,La Plata,Upper San Juan,VALLECITO,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=843,07M31S  ,VALC2,8.0,
snotel,1160,2010-10-01,2100-01-01,  37.52,-107.32,  10740,Snow Water Equivalent,CO,Archuleta,Piedra,WEMINUCHE CREEK,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1160,07M36S  ,     ,8.0,
snotel,857,1979-10-01,2100-01-01,  37.21,-105.12,  10220,Snow Water Equivalent,CO,Las Animas,Purgatoire,WHISKEY CK,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=857,05M14S  ,WSKC2,8.0,
snotel,1042,2002-12-13,2100-01-01,  40.20,-105.60,   9560,Snow Water Equivalent,CO,Boulder,St. Vrain,WILD BASIN,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1042,05J05S  ,WLBC2,8.0,
snotel,869,1978-10-01,2100-01-01,  40.35,-106.09,   9540,Snow Water Equivalent,CO,Grand,Colorado Headwaters,WILLOW CREEK PASS,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=869,06J05S  ,WLLC2,8.0,
snotel,870,1979-10-01,2100-01-01,  40.43,-105.73,  10700,Snow Water Equivalent,CO,Larimer,Big Thompson,WILLOW PARK,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=870,05J40S  ,WPRC2,8.0,
snotel,874,1985-10-01,2100-01-01,  37.48,-106.80,  11000,Snow Water Equivalent,CO,Mineral,Upper San Juan,WOLF CREEK SUMMIT,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=874,06M17S  ,WCSC2,8.0,
snotel,1033,2002-08-14,2100-01-01,  40.79,-106.60,   9340,Snow Water Equivalent,CO,Jackson,North Platte Headwaters,ZIRKEL,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=1033,06J19S  ,ZIRC2,8.0,
snotel,306,1978-10-01,2100-01-01,  43.76,-115.24,   7580,Snow Water Equivalent,ID,Elmore,North and Middle Forks Boise,ATLANTA SUMMIT,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=306,15F04S  ,ATAI1,8.0,
snotel,312,1979-10-01,2100-01-01,  44.30,-115.23,   7040,Snow Water Equivalent,ID,Boise,South Fork Payette,BANNER SUMMIT,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=312,15E11S  ,BASI1,8.0,
snotel,319,1979-10-01,2100-01-01,  44.95,-116.14,   5350,Snow Water Equivalent,ID,Adams,Little Salmon,BEAR BASIN,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=319,16E11S  ,BRBI1,8.0,
snotel,320,1979-10-01,2100-01-01,  43.74,-113.94,   7900,Snow Water Equivalent,ID,Custer,Big Lost,BEAR CANYON,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=320,13F03S  ,BECI1,8.0,
snotel,323,1979-10-01,2100-01-01,  48.31,-116.07,   5400,Snow Water Equivalent,ID,Bonner,Lower Clark Fork,BEAR MOUNTAIN,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=323,16A08S  ,BRMI1,8.0,
snotel,324,1979-10-01,2100-01-01,  44.61,-116.98,   6180,Snow Water Equivalent,ID,Washington,Brownlee Reservoir,BEAR SADDLE,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=324,16E10S  ,BSDI1,8.0,
snotel,338,1979-10-01,2100-01-01,  44.63,-115.79,   6580,Snow Water Equivalent,ID,Valley,South Fork Salmon,BIG CREEK SUMMIT,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=338,15E02S  ,BKSI1,8.0,
snotel,978,1999-09-21,2100-01-01,  43.76,-116.10,   6340,Snow Water Equivalent,ID,Boise,Lower Boise,BOGUS BASIN,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=978,16F02S  ,BOGI1,8.0,
snotel,359,1979-10-01,2100-01-01,  42.16,-114.19,   7500,Snow Water Equivalent,ID,Cassia,Upper Snake-Rock,BOSTETTER R.S.,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=359,14G01S  ,BTRI1,8.0,
snotel,370,1986-10-01,2100-01-01,  45.04,-116.13,   6250,Snow Water Equivalent,ID,Adams,Little Salmon,BRUNDAGE RESERVOIR,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=370,16D09S  ,BRRI1,8.0,
snotel,382,1991-10-01,2100-01-01,  43.27,-115.35,   5710,Snow Water Equivalent,ID,Elmore,Camas,CAMAS CREEK DIVIDE,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=382,15F09S  ,CCDI1,8.0,
snotel,895,1993-06-23,2100-01-01,  43.77,-114.42,   6440,Snow Water Equivalent,ID,Blaine,Big Wood,CHOCOLATE GULCH,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=895,14F19S  ,CHOI1,8.0,
snotel,411,1983-10-01,2100-01-01,  46.76,-115.30,   6280,Snow Water Equivalent,ID,Clearwater,Upper North Fork Clearwater,COOL CREEK,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=411,15C16S  ,COLI1,8.0,
snotel,423,1978-10-01,2100-01-01,  44.29,-115.66,   5380,Snow Water Equivalent,ID,Valley,South Fork Payette,COZY COVE,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=423,15E08S  ,COZI1,8.0,
snotel,424,1979-10-01,2100-01-01,  44.44,-111.99,   6860,Snow Water Equivalent,ID,Clark,Beaver-Camas,CRAB CREEK,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=424,11E37S  ,CRBI1,8.0,
snotel,425,1983-10-01,2100-01-01,  46.56,-115.29,   5960,Snow Water Equivalent,ID,Clearwater,Upper North Fork Clearwater,CRATER MEADOWS,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=425,15C09S  ,CRAI1,8.0,
snotel,439,1978-10-01,2100-01-01,  44.54,-115.56,   6860,Snow Water Equivalent,ID,Valley,South Fork Salmon,DEADWOOD SUMMIT,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=439,15E04S  ,DDSI1,8.0,
snotel,450,1979-10-01,2100-01-01,  43.60,-114.67,   8420,Snow Water Equivalent,ID,Blaine,Big Wood,DOLLARHIDE SUMMIT,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=450,14F08S  ,DHDI1,8.0,
snotel,466,1982-10-01,2100-01-01,  46.84,-116.12,   5690,Snow Water Equivalent,ID,Clearwater,Lower North Fork Clearwater,ELK BUTTE,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=466,16C20S  ,ELBI1,8.0,
snotel,471,1979-10-01,2100-01-01,  42.36,-111.56,   7390,Snow Water Equivalent,ID,Bear Lake,Bear Lake,EMIGRANT SUMMIT,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=471,11G06S  ,EMSI1,8.0,
snotel,484,1978-10-01,2100-01-01,  42.05,-111.60,   8085,Snow Water Equivalent,ID,Franklin,Middle Bear,FRANKLIN BASIN,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=484,11G32S  ,FBNI1,8.0,
snotel,489,1979-10-01,2100-01-01,  43.88,-114.67,   7470,Snow Water Equivalent,ID,Blaine,Big Wood,GALENA,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=489,14F17S  ,GLNI1,8.0,
snotel,490,1978-10-01,2100-01-01,  43.87,-114.71,   8780,Snow Water Equivalent,ID,Blaine,Big Wood,GALENA SUMMIT,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=490,14F12S  ,GLSI1,8.0,
snotel,492,1979-10-01,2100-01-01,  43.61,-113.93,   6560,Snow Water Equivalent,ID,Blaine,Little Wood,GARFIELD R.S.,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=492,13F04S  ,GARI1,8.0,
snotel,493,1979-10-01,2100-01-01,  42.41,-111.17,   6930,Snow Water Equivalent,ID,Bear Lake,Bear Lake,GIVEOUT,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=493,11G33S  ,GIVI1,8.0,
snotel,496,1978-10-01,2100-01-01,  43.95,-115.27,   5690,Snow Water Equivalent,ID,Boise,North and Middle Forks Boise,GRAHAM GUARD STA.,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=496,15F14S  ,GGSI1,8.0,
snotel,520,1982-10-01,2100-01-01,  46.48,-115.63,   5810,Snow Water Equivalent,ID,Clearwater,Clearwater,HEMLOCK BUTTE,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=520,15C06S  ,HEMI1,8.0,
snotel,988,2000-09-20,2100-01-01,  48.89,-116.76,   5040,Snow Water Equivalent,ID,Boundary,Lower Kootenai,HIDDEN LAKE,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=988,16A12S  ,HDLI1,8.0,
snotel,524,1979-10-01,2100-01-01,  44.02,-113.47,   8000,Snow Water Equivalent,ID,Custer,Little Lost,HILTS CREEK,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=524,13E27S  ,HLTI1,8.0,
snotel,534,1978-10-01,2100-01-01,  42.32,-113.62,   7980,Snow Water Equivalent,ID,Cassia,Raft,HOWELL CANYON,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=534,13G01S  ,HWCI1,8.0,
snotel,535,1978-10-01,2100-01-01,  47.53,-115.78,   4250,Snow Water Equivalent,ID,Shoshone,South Fork Coeur D'Alene,HUMBOLDT GULCH,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=535,15B21S  ,HUGI1,8.0,
snotel,537,1979-10-01,2100-01-01,  43.71,-114.16,   7440,Snow Water Equivalent,ID,Blaine,Big Wood,HYNDMAN,http://www.wcc.nrcs.usda.gov/nwcc/site?sitenum=537,14F16S  ,HYNI1,8.0,
